default,student,balance,income
No,No,641.91,45107.43
No,No,618.14,50146.43
No,No,516.45,41922.89
No,Yes,720.44,24582.88
No,Yes,485.01,23261.33
No,No,929.76,30908.90
No,No,591.79,46381.24
No,Yes,753.38,12258.60
No,No,1255.43,17917.79
No,No,694.54,42855.57
No,No,431.16,51727.54
No,Yes,23.21,22196.65
No,Yes,584.58,16639.66
No,No,877.03,35054.95
No,No,1300.30,51338.86
No,No,1049.93,25445.92
Yes,No,1099.06,42590.89
No,No,763.77,60938.66
No,No,506.78,40625.49
No,No,41.28,52066.15
No,No,789.64,44073.25
No,Yes,867.47,11905.68
No,No,1352.29,33077.09
No,Yes,0.00,20217.09
No,No,337.87,30090.53
No,No,660.24,40885.85
No,No,1144.48,45548.38
No,Yes,1075.09,7031.29
No,No,535.90,43917.57
No,Yes,1170.22,8747.47
No,No,922.12,48137.37
No,No,1064.09,34677.93
No,Yes,1294.29,17444.60
No,No,845.74,34676.26
No,No,212.65,29592.17
No,No,501.29,36154.65
No,No,463.05,35621.08
No,Yes,722.23,18487.04
No,No,724.21,36489.69
No,No,209.04,40075.98
No,Yes,1108.62,18761.77
No,No,0.00,60203.60
No,No,960.07,23482.84
No,No,685.34,51856.89
No,No,1446.60,45552.01
No,No,1187.66,46731.55
No,No,1073.03,39553.83
No,No,1608.68,40078.22
No,No,1160.13,32978.66
No,No,621.15,15546.77
No,Yes,1367.43,23617.61
No,Yes,909.10,7283.76
No,No,524.42,41535.32
No,No,654.49,12696.80
No,Yes,1010.58,20982.97
No,Yes,130.15,15174.67
No,No,150.66,42800.70
No,No,584.84,41447.41
No,Yes,771.30,15594.01
No,No,1363.48,35359.75
No,Yes,414.81,18832.03
No,Yes,1647.00,16614.80
No,Yes,562.84,19669.77
No,No,843.70,50891.67
No,No,455.38,36590.55
No,No,459.42,49958.76
No,No,967.72,31641.68
No,No,84.34,42333.53
No,No,530.60,59740.21
No,No,1369.93,49089.82
No,No,692.16,39199.45
No,Yes,564.64,24342.03
No,Yes,1251.19,11229.64
No,No,378.45,30562.10
No,Yes,0.00,24000.33
No,No,0.00,37361.54
No,No,820.49,35951.12
No,Yes,246.87,16209.54
No,No,1490.14,35882.76
No,No,421.04,17137.17
No,No,1147.57,32012.77
No,Yes,1087.92,18053.08
No,No,295.15,48387.47
No,No,543.79,51964.75
No,Yes,1002.44,14152.67
No,No,809.48,51608.54
No,No,659.75,50536.90
No,Yes,1627.77,23516.64
No,No,751.63,50562.50
No,Yes,625.77,23122.61
No,Yes,486.22,20289.67
No,No,1302.13,64016.76
No,Yes,1233.74,15480.21
No,Yes,1220.28,11573.85
No,No,982.51,62140.93
No,Yes,306.04,13190.83
No,Yes,806.70,19269.68
No,No,789.33,36183.66
No,Yes,1481.57,23170.56
No,No,1228.79,59100.85
No,No,464.94,58247.12
No,No,958.05,15052.45
No,Yes,0.00,21294.15
No,No,1523.93,58551.36
No,No,0.00,50633.79
No,No,387.76,34086.39
No,No,1194.21,45588.18
No,Yes,1430.82,10766.94
No,Yes,1251.99,18922.03
No,Yes,207.93,19078.89
No,No,1596.39,34190.19
No,No,0.00,33769.60
No,No,1213.35,39344.12
No,No,407.26,40524.34
No,No,786.59,43014.22
No,Yes,695.48,14030.36
No,Yes,1113.24,19139.27
No,Yes,717.21,20627.82
No,No,374.93,39167.97
No,Yes,270.60,15728.91
No,Yes,1334.78,20468.44
No,No,280.61,35494.60
No,No,143.92,41626.69
No,No,1027.05,44268.96
No,No,127.55,33070.50
Yes,No,1809.41,33453.41
No,No,1626.39,61438.09
No,No,628.88,48380.51
No,Yes,385.35,22395.88
No,No,754.00,29020.73
No,No,650.25,33475.74
No,No,232.76,58488.79
No,No,1005.62,43471.78
No,No,82.43,29761.54
No,Yes,41.39,18664.90
No,No,510.66,25855.92
No,No,1588.92,54043.01
No,Yes,1127.44,23495.57
No,Yes,1242.72,23037.41
No,No,1730.11,48766.80
No,No,915.46,33887.76
No,No,65.33,31992.24
No,No,180.17,21403.08
No,No,989.26,48055.41
No,No,314.99,51112.94
No,No,607.28,36487.99
No,Yes,724.44,15835.63
No,No,832.22,44053.26
No,Yes,794.15,12519.77
No,No,1806.71,39082.79
No,No,394.50,29642.91
No,No,108.00,44764.29
No,No,806.55,27622.90
No,No,845.08,38410.84
No,No,659.81,39712.96
No,No,1248.83,39317.90
No,No,852.52,34237.65
No,No,878.93,47228.34
No,Yes,819.91,16585.03
No,No,0.00,34213.49
No,No,620.68,34549.09
No,No,917.86,49353.95
No,No,539.44,26164.84
No,No,747.14,42318.93
No,No,864.46,44429.07
No,Yes,392.00,9995.04
No,No,151.26,57657.28
No,No,873.13,34352.70
No,No,28.79,55369.20
No,No,228.51,57232.27
No,No,1190.14,27734.74
No,Yes,1845.98,12107.74
No,No,107.15,42776.30
No,No,2058.78,55021.55
No,No,914.64,46492.65
No,No,799.73,45702.40
No,No,890.25,34679.48
No,No,1184.49,43228.81
No,No,1143.12,42672.13
No,No,718.74,31371.78
No,No,847.65,43515.30
No,No,1067.27,50647.87
No,No,791.54,32574.34
No,No,826.36,37241.44
No,Yes,652.76,23492.32
No,No,827.63,36439.66
No,Yes,704.10,16509.52
No,No,773.59,29661.46
No,No,402.13,42978.39
No,No,411.54,30065.44
No,No,340.96,27262.06
No,Yes,1021.57,14500.63
No,No,1323.64,30517.21
No,Yes,1362.64,18205.23
No,No,347.46,24735.55
Yes,No,1610.48,35589.73
No,No,1313.84,40843.10
No,Yes,705.39,19125.68
No,No,705.74,45280.82
No,No,0.00,38968.42
No,Yes,0.00,23735.41
No,No,1562.67,52422.78
No,Yes,655.61,19039.17
No,Yes,780.25,20758.47
No,No,946.14,40038.68
No,No,1402.51,46207.78
No,No,321.59,52711.62
No,No,1824.29,22471.45
No,No,0.00,23562.29
No,No,602.20,26768.92
No,No,314.46,40016.48
No,No,1223.71,64440.22
No,No,487.12,55459.45
No,No,324.85,52838.85
No,No,98.23,48070.16
No,No,0.00,18063.89
No,Yes,345.80,15967.99
No,No,869.31,32571.17
No,No,437.56,37212.27
No,No,323.60,34129.66
No,No,1286.91,45569.07
No,Yes,940.48,20578.81
No,No,1385.30,35045.44
No,No,765.82,33216.35
No,No,599.01,53004.59
No,No,1153.33,17598.43
No,No,352.28,34359.84
No,No,226.22,59680.00
No,Yes,754.97,30340.12
No,No,1713.54,43899.08
No,No,969.54,33293.79
No,No,1024.61,34401.02
No,No,838.65,25272.49
No,No,1072.03,47029.26
No,Yes,686.69,18551.53
No,No,715.54,50127.96
No,No,1130.77,40314.27
No,No,1286.64,44825.87
No,No,937.50,33266.52
No,Yes,1881.26,14992.39
No,No,135.95,49372.84
No,Yes,1471.92,19774.92
No,No,773.17,37877.60
No,No,552.67,50688.50
No,No,1074.09,35873.23
No,Yes,137.43,22783.42
No,Yes,523.83,12062.39
No,No,724.54,33254.53
Yes,No,2040.59,50930.91
No,Yes,1415.89,22823.63
No,No,174.48,54992.99
No,No,805.31,36864.69
No,Yes,1008.03,13547.08
No,Yes,0.00,21665.53
No,No,1078.41,44474.42
No,No,768.69,32373.77
No,No,391.19,42212.03
No,No,0.00,46910.80
No,Yes,1318.58,18042.02
No,No,955.45,40698.98
No,No,1425.53,33666.10
No,Yes,1196.49,14916.44
Yes,No,2038.89,58606.49
No,Yes,1048.00,15846.66
No,No,995.35,46702.24
No,No,1657.26,29945.57
No,Yes,396.58,18244.17
No,Yes,594.56,13180.50
No,No,931.71,50210.07
No,No,1318.81,44778.05
No,No,24.26,36070.14
No,No,713.67,48914.56
No,No,891.75,53044.84
No,No,1794.41,44037.85
No,Yes,1412.09,17049.66
Yes,No,2024.82,64135.43
No,No,399.60,42578.05
Yes,No,1598.02,39163.36
No,No,1045.31,31754.02
Yes,Yes,2578.47,25706.65
No,No,1113.29,42292.49
No,Yes,645.12,16097.22
No,Yes,861.10,15873.61
No,Yes,408.22,21432.73
No,Yes,794.97,21590.96
No,No,1477.64,36546.82
No,No,634.40,33377.36
No,No,798.08,38080.96
No,Yes,0.00,19919.56
No,Yes,980.10,16381.20
No,No,831.25,27706.95
Yes,Yes,2083.23,20103.60
No,Yes,1436.07,21511.46
No,No,1467.23,28845.02
No,No,469.44,37879.26
No,No,1166.72,31032.39
No,No,844.04,32089.62
No,Yes,1538.97,15757.93
No,No,562.70,39067.75
No,No,1112.11,29229.53
No,No,246.39,33647.99
No,No,562.72,60196.18
No,No,916.57,42486.40
No,No,618.57,28477.28
No,Yes,1604.61,15467.22
No,No,847.61,42308.05
No,No,304.48,52543.83
No,No,778.82,31986.57
No,Yes,1464.39,13968.51
No,No,221.48,37783.00
No,No,592.05,39064.99
No,No,1010.61,34055.57
No,No,1194.46,49317.00
No,No,844.31,52237.73
No,Yes,179.50,19020.30
No,No,355.93,32120.32
No,Yes,1776.73,21280.88
No,No,27.30,25050.83
No,Yes,631.02,20753.52
No,No,187.98,49989.31
No,Yes,1511.43,11793.16
No,No,1008.48,22094.75
No,No,820.49,43829.70
No,No,112.03,40057.08
No,Yes,1675.66,20773.13
No,Yes,592.89,14833.29
No,No,492.40,36004.38
No,No,364.75,46096.16
No,No,1025.33,44194.51
No,No,612.66,38635.36
No,No,1456.63,38676.55
No,Yes,1762.60,13099.59
No,Yes,180.10,27351.43
Yes,Yes,1721.97,15179.75
No,No,0.00,30822.45
No,No,1029.79,69547.44
No,No,268.44,55294.95
No,No,1711.43,39019.69
No,No,0.00,36886.99
No,Yes,1295.82,22241.70
No,No,1722.13,21623.04
No,Yes,560.38,23546.40
No,No,676.57,41328.43
No,No,518.94,28231.01
No,No,626.40,18130.32
No,No,524.38,38020.64
No,No,0.00,33932.85
No,No,517.50,60790.91
No,No,563.37,22083.91
No,No,865.89,59740.73
No,Yes,618.12,24698.83
No,No,1428.81,41417.05
No,No,1195.63,34701.80
No,No,218.01,29211.40
No,No,1434.14,38038.60
No,No,506.27,48843.00
No,No,1322.37,34622.69
No,No,584.82,49317.83
No,No,815.07,35017.85
No,No,0.00,50956.68
No,Yes,489.93,21445.53
No,No,644.89,42211.36
No,No,1151.20,36468.72
No,No,1440.43,27532.65
No,Yes,858.22,12588.11
No,No,0.00,29021.75
No,No,0.00,54053.90
Yes,Yes,1402.21,15964.21
No,Yes,1171.72,23505.20
No,No,662.30,44664.01
No,Yes,1142.73,12893.96
No,No,785.43,37465.36
No,No,705.55,32899.61
No,Yes,1713.31,17432.27
No,No,861.64,38982.39
No,No,398.43,37094.57
No,Yes,703.69,16617.57
No,No,366.26,52360.91
No,No,1054.12,41781.73
No,No,189.73,53266.34
No,No,944.20,41883.41
No,No,0.00,36969.17
No,No,499.91,28352.55
No,No,866.31,59647.44
No,No,761.99,39172.95
No,No,1151.00,50099.29
No,No,53.44,51027.07
No,No,319.77,36057.40
No,No,0.00,35116.59
No,No,222.11,41217.35
No,Yes,1337.00,21309.25
No,Yes,1397.50,26604.56
No,No,794.58,37520.25
No,Yes,883.16,18213.08
No,No,1168.17,17198.98
No,No,257.45,38275.95
No,Yes,1273.49,17105.87
No,Yes,1934.51,17084.05
No,Yes,1704.01,17986.76
No,Yes,220.89,25667.87
No,No,323.31,51306.27
No,No,969.40,31476.52
No,No,385.19,50316.80
No,No,995.41,40907.50
No,No,758.39,40751.41
No,Yes,652.87,23515.13
No,Yes,903.18,15810.57
No,No,533.43,24857.91
No,Yes,1151.86,23250.38
No,No,1271.33,43878.81
No,No,136.12,44757.69
No,Yes,1171.95,15850.78
No,No,512.66,49989.60
No,No,172.16,28370.87
No,No,1256.22,42125.94
No,No,835.84,57505.97
No,No,1026.63,61064.39
No,Yes,1144.27,16002.36
No,Yes,682.95,15728.05
No,No,797.67,45377.72
No,No,97.33,62335.20
No,Yes,1436.33,7761.32
No,Yes,1325.62,15880.45
No,No,1462.69,50508.75
No,No,191.91,55659.47
No,No,854.88,44173.83
No,No,864.34,34598.43
No,No,476.57,46953.42
No,No,1155.68,50955.11
No,No,1127.70,32068.15
No,No,0.00,62193.00
No,No,312.92,31328.04
No,Yes,467.89,16371.70
No,Yes,1055.60,16810.56
No,Yes,989.24,13609.63
No,No,245.71,40462.55
No,No,585.75,43627.33
No,No,610.85,39175.08
No,No,258.04,40138.84
No,No,1093.00,37351.34
No,No,1387.87,27145.70
No,No,833.08,49704.51
No,No,1184.87,41802.94
No,Yes,916.79,17152.16
No,Yes,1427.34,22909.43
No,Yes,1413.27,19064.62
No,Yes,1592.55,18024.28
No,No,0.00,26941.80
No,No,1050.20,34803.53
No,No,1511.18,35899.26
No,No,894.68,37232.29
No,Yes,781.61,12195.97
No,No,0.00,43311.64
No,No,1094.89,38342.72
No,No,0.00,59266.96
No,Yes,875.67,18687.05
No,No,81.92,40936.91
No,No,371.18,34679.96
No,Yes,1438.06,19200.50
No,No,674.60,67278.95
No,No,1097.76,42228.97
No,No,593.06,47787.60
No,No,1167.10,35952.19
No,No,1114.83,33729.39
No,No,304.15,23866.94
No,No,353.63,40686.76
No,No,1269.42,39010.15
No,Yes,397.54,22710.87
No,No,607.17,49547.47
No,No,1667.48,47991.59
No,No,956.31,42971.90
No,No,668.40,38637.43
No,No,290.68,37603.97
No,Yes,826.73,18776.30
No,No,1102.11,48079.13
No,No,348.66,36519.09
No,Yes,991.23,8926.80
No,No,1224.24,32751.70
No,No,146.37,44666.93
No,Yes,697.14,18377.15
No,No,956.45,40740.33
No,Yes,1184.91,13276.22
No,No,1702.24,36530.47
No,No,0.00,36850.97
No,No,965.46,25045.73
No,No,331.16,25922.42
No,No,1307.09,35425.61
No,No,1637.04,45027.54
No,Yes,1091.93,11703.38
No,Yes,1499.19,17560.37
No,Yes,770.29,22114.72
No,Yes,1147.35,19188.91
No,No,1037.27,28437.77
No,No,626.97,50447.77
No,No,847.72,55260.35
No,Yes,1199.59,16454.75
No,No,1288.29,54666.38
No,No,675.23,33700.21
No,No,541.44,32502.70
No,Yes,1165.01,18389.08
No,No,1042.79,26141.01
No,No,989.22,42813.38
No,No,586.60,27798.17
No,No,931.59,33302.24
No,Yes,978.54,16514.32
No,No,958.94,47468.67
No,No,384.53,36019.41
No,No,645.08,43244.52
No,No,424.76,29502.40
No,No,612.55,33036.24
No,No,1381.44,47470.02
No,No,0.00,45560.91
No,No,1096.03,23954.22
No,No,945.69,38714.52
No,No,722.77,20962.11
No,Yes,887.88,20563.15
No,Yes,1049.95,19724.83
No,No,728.04,29188.94
No,No,1114.90,40084.00
No,Yes,1451.30,14185.14
No,Yes,629.21,16007.69
No,No,630.23,49059.26
No,Yes,1372.98,10776.44
No,Yes,746.86,13904.43
No,Yes,1400.55,16519.08
No,No,971.35,46533.86
No,No,637.08,49097.90
No,No,1778.43,34591.24
No,Yes,678.21,12787.09
No,No,1094.77,46617.88
No,Yes,879.85,23996.74
No,No,1449.32,38720.38
No,No,322.00,43774.44
No,No,1430.58,44104.96
No,Yes,1199.39,18884.13
No,No,168.37,47684.53
No,Yes,1143.40,15997.17
No,No,416.91,38104.77
No,No,1352.61,42194.39
No,No,1431.74,37793.29
No,No,481.31,35747.75
No,No,774.07,46082.04
No,No,0.00,34749.79
No,Yes,1186.89,14256.73
No,Yes,978.36,16679.89
No,No,1409.11,30626.22
No,No,1491.48,54835.77
No,Yes,1228.48,18937.21
No,No,1553.48,44425.89
No,No,1200.04,56081.08
No,No,984.86,45435.50
No,No,558.32,38014.76
No,Yes,778.85,16007.46
No,No,163.35,45183.15
No,Yes,574.82,16479.54
No,No,1149.94,39231.65
No,No,774.54,22691.88
No,No,866.77,30400.56
No,No,325.86,36682.28
No,Yes,879.63,14898.31
No,No,160.50,19132.69
No,No,905.72,38210.73
No,Yes,649.93,13475.02
No,No,196.91,35737.60
No,No,488.57,25407.22
No,No,449.27,13124.56
No,No,824.80,40957.52
No,Yes,600.60,18630.38
No,No,912.07,62142.06
No,No,619.14,41281.98
No,No,225.36,60275.88
No,No,369.43,63536.78
No,No,745.67,54891.43
No,Yes,782.35,22692.67
No,Yes,1051.25,23200.97
No,Yes,613.60,9506.46
No,No,863.62,30397.19
No,No,943.09,29622.61
No,Yes,1102.63,10671.92
No,Yes,1175.13,15444.93
No,No,491.45,51484.25
No,Yes,1131.09,21829.08
No,Yes,717.37,16319.12
No,Yes,517.30,17068.34
Yes,Yes,2038.54,12181.90
No,No,868.49,22176.28
No,No,111.42,33328.25
No,Yes,1587.56,13080.69
No,Yes,641.00,21680.10
No,Yes,1928.59,17570.20
No,Yes,759.68,18871.40
No,No,1306.35,35652.76
No,No,908.17,46791.04
No,No,871.68,28182.12
No,No,0.00,38878.17
No,No,0.00,53302.21
No,Yes,947.53,24073.09
No,No,222.88,40849.92
No,No,1237.53,30967.59
No,No,1318.72,36822.92
No,Yes,1030.05,9760.40
No,No,925.71,62764.88
No,No,425.78,42131.54
No,Yes,1901.65,21323.16
Yes,No,1940.37,41162.93
No,Yes,227.32,24282.23
No,No,836.57,51238.58
No,Yes,982.00,20147.51
No,No,1186.80,52689.25
No,Yes,315.98,13186.12
No,Yes,768.45,21497.53
No,Yes,969.91,13962.33
No,No,1175.19,50921.26
No,Yes,1684.28,20344.18
No,No,1120.62,48571.26
No,No,784.47,52617.21
No,No,604.98,38885.31
No,No,517.98,41755.34
No,No,270.26,41978.05
No,No,825.60,33986.70
No,No,623.52,51677.35
No,No,529.51,38328.61
No,Yes,1014.77,12239.88
No,No,288.53,44081.03
No,No,500.25,17104.05
No,No,565.68,37299.08
No,No,1005.34,34297.90
No,No,852.39,46320.85
No,No,613.15,34286.11
No,No,905.57,52997.73
No,No,1086.18,52507.60
No,No,1057.18,35807.02
No,No,252.90,27454.62
No,Yes,1401.28,16683.05
No,No,1529.13,36572.03
No,Yes,947.45,21945.79
No,No,0.00,33917.59
No,Yes,1312.91,15495.03
No,No,1269.29,43581.20
No,Yes,20.26,21530.33
No,No,0.00,30818.51
No,No,35.32,53407.27
No,No,897.31,31465.96
No,No,1043.55,38393.61
No,No,1165.32,33433.83
No,No,1299.47,55165.47
No,No,675.78,21758.02
No,Yes,1202.39,20550.64
No,No,1190.16,30746.38
No,Yes,535.01,13909.39
No,No,194.19,43150.50
No,No,430.62,46182.66
No,No,1047.93,59765.60
No,No,220.79,26453.29
Yes,Yes,1493.97,24126.03
No,Yes,856.66,15523.10
No,Yes,1635.50,10596.53
No,No,666.61,49215.02
Yes,No,1562.84,49303.01
No,No,255.89,48833.23
No,No,602.36,53800.55
No,No,1599.31,28825.47
No,No,150.95,36923.55
No,No,1388.82,35460.80
No,No,87.95,47924.70
No,Yes,1935.83,17969.80
No,Yes,1289.32,7677.90
No,No,871.99,45496.95
No,No,1333.70,44361.62
No,No,181.18,37380.14
No,No,791.18,48206.73
No,No,69.18,24556.02
No,No,940.89,54839.12
No,Yes,346.22,17866.53
No,No,214.85,39629.20
No,Yes,676.83,16998.65
No,No,596.00,37417.14
No,Yes,999.39,23688.65
No,No,1447.04,22433.64
No,No,464.10,44769.86
No,No,872.64,29749.17
No,No,381.70,25011.10
No,Yes,866.50,24262.69
No,Yes,1243.34,23634.75
No,No,1184.31,37600.08
No,Yes,757.41,25309.77
No,No,939.26,56225.82
No,No,560.77,61472.86
No,No,971.28,26853.30
No,No,518.68,30151.33
No,No,834.26,28022.84
No,Yes,545.59,19454.33
No,No,1057.35,39651.12
No,Yes,720.52,20222.95
No,No,1285.52,37442.64
No,Yes,406.34,30088.44
No,No,1023.89,33392.71
No,No,356.24,21319.09
No,No,657.09,31724.63
No,Yes,1168.55,25802.28
No,No,344.88,26227.33
No,Yes,535.34,24268.83
No,Yes,1222.97,21373.35
No,Yes,663.60,21436.52
No,Yes,591.54,20961.47
No,Yes,941.72,23362.98
No,No,434.54,35620.07
Yes,No,1804.19,23096.08
No,No,0.00,34227.95
No,No,0.00,28356.25
No,No,586.47,52203.86
No,No,707.44,42407.75
No,No,1491.64,61096.49
No,Yes,556.18,21650.83
No,No,683.15,44439.53
No,Yes,671.13,11857.48
No,No,1020.20,43592.83
No,Yes,1183.07,13210.88
No,Yes,1127.54,19322.97
No,No,1545.98,32691.92
No,No,1114.40,44195.54
No,No,843.50,41917.32
No,No,1047.67,34413.20
No,Yes,810.54,17252.25
No,Yes,501.11,26425.70
No,Yes,1031.64,21432.15
No,No,360.22,44082.19
No,No,1234.83,40155.45
Yes,No,2236.76,37113.88
No,No,750.84,32034.71
No,No,231.97,42465.96
No,No,1616.50,41825.40
No,No,981.80,49644.92
No,No,538.02,27284.51
No,No,136.31,48799.65
No,No,614.94,30905.48
No,Yes,824.04,11659.19
No,No,393.06,44149.39
No,Yes,759.40,18693.19
No,Yes,1743.80,17541.00
No,Yes,621.17,17503.69
No,No,1360.55,54705.13
No,No,253.52,37506.21
No,No,1392.33,48709.53
No,No,1508.25,43525.05
No,Yes,1823.87,19447.97
No,No,0.00,39423.51
No,No,728.67,36557.23
No,No,1471.20,56477.13
No,No,967.26,32201.63
No,No,640.71,38792.36
No,Yes,559.57,15720.38
No,Yes,1258.11,20010.58
No,No,1126.89,32770.58
No,No,1341.26,46263.89
No,No,751.10,50290.14
No,No,325.93,57313.28
No,Yes,905.90,20285.23
No,No,699.60,49035.25
No,No,996.45,51393.79
No,Yes,1034.17,23825.03
No,Yes,1464.64,14763.56
No,No,280.72,40382.60
No,No,725.87,41792.67
No,Yes,1162.59,15419.11
No,Yes,193.72,18002.55
No,No,743.18,50250.92
No,No,1403.84,43225.04
No,No,460.14,52708.56
No,No,1218.22,36290.16
No,No,903.99,51705.27
No,Yes,1473.70,19759.50
No,No,525.52,50763.98
Yes,Yes,1874.82,14957.82
No,No,700.62,42023.89
No,Yes,1164.67,23297.16
No,Yes,1803.77,23201.83
No,Yes,451.71,22483.10
No,No,1101.98,36231.85
No,Yes,1343.78,28198.01
No,No,606.44,38897.08
No,No,0.00,45380.66
No,Yes,0.00,20963.38
No,No,1140.82,36495.06
No,No,1597.65,42515.09
No,Yes,521.84,10316.34
No,Yes,837.52,13215.79
No,No,390.31,42322.25
No,Yes,806.48,22127.08
No,No,890.27,38376.09
No,Yes,237.38,21376.68
No,Yes,808.40,11804.03
No,No,694.39,46128.86
No,No,492.25,42143.20
No,Yes,460.60,12939.01
No,Yes,838.46,19805.88
No,No,675.84,38173.93
No,No,625.42,47406.24
No,No,45.48,27599.07
No,No,474.77,30799.95
No,No,1024.82,46113.65
No,No,696.11,40325.38
No,Yes,953.53,25820.59
No,No,1143.86,50690.26
No,Yes,683.44,22595.45
No,No,644.60,30276.57
Yes,Yes,2034.67,17133.97
No,Yes,1345.49,12235.39
No,Yes,1307.09,18082.55
No,No,705.50,52559.03
No,No,0.00,47725.52
No,No,501.17,35664.81
No,No,991.52,30775.52
No,Yes,956.69,19594.55
No,No,353.65,30726.29
No,No,838.92,47864.42
No,Yes,353.65,20531.50
No,Yes,751.24,16475.03
No,No,991.16,42767.69
No,Yes,1096.49,17856.27
Yes,No,1655.78,25639.79
No,No,0.00,35577.43
No,Yes,485.65,16099.92
No,No,850.47,34367.68
No,Yes,0.00,17695.84
No,Yes,766.64,21718.81
No,No,309.18,31232.07
No,No,244.66,29275.12
Yes,Yes,1013.22,19651.26
No,No,357.59,48565.02
No,Yes,1908.24,17642.63
No,No,1449.14,40495.47
No,No,464.42,38236.74
No,No,1491.71,40637.45
No,No,256.89,39019.88
No,No,0.00,35025.97
No,No,0.00,23910.14
No,No,817.62,43705.82
No,Yes,888.31,22901.63
No,No,1240.75,51511.30
No,No,828.64,10948.50
No,Yes,959.85,18481.75
No,No,1281.45,48837.38
No,Yes,1577.68,11951.48
No,Yes,1444.11,21441.01
No,Yes,647.67,13618.35
No,No,720.16,43654.23
No,No,64.15,47969.01
No,Yes,546.03,21615.27
No,Yes,1102.13,14009.94
No,No,1294.52,28001.05
No,No,341.32,33808.34
No,No,399.39,17348.78
No,No,710.39,31483.35
No,No,1467.57,26697.79
No,Yes,282.83,13371.06
No,No,544.23,46149.51
No,No,1585.86,42709.49
No,No,0.00,28784.47
No,No,1033.43,43594.76
No,No,1131.05,38834.24
No,No,544.29,24477.47
No,No,1116.72,33716.18
Yes,No,2155.29,34787.25
No,No,732.06,39433.48
No,No,591.64,33852.31
No,No,0.00,63251.31
No,No,453.85,27865.28
No,No,170.07,27005.58
No,No,916.73,37212.81
No,No,611.34,38389.28
No,No,258.63,33327.94
No,Yes,357.60,18141.00
No,No,813.17,49274.38
Yes,No,1743.06,22308.13
No,No,801.80,46182.26
No,No,674.74,26060.49
No,No,430.49,39921.14
No,No,1353.00,34089.03
No,Yes,1040.88,19427.81
No,No,1305.77,34412.12
No,No,1294.76,37712.39
No,Yes,583.30,23694.37
No,Yes,1409.30,21508.50
No,No,886.22,40486.86
No,No,515.62,39638.64
No,No,1866.30,58710.89
No,No,657.71,41224.80
No,No,270.22,49128.04
No,No,953.39,20749.34
No,No,630.22,24919.18
Yes,Yes,2024.66,9663.79
No,Yes,497.06,23119.14
No,No,48.73,37957.90
No,No,440.02,49358.43
No,No,1217.95,43996.01
No,Yes,1203.98,21524.32
No,Yes,1493.87,15626.66
No,No,0.00,48025.62
No,No,1204.95,47167.94
No,No,945.67,39928.24
No,Yes,807.60,16926.37
No,No,514.38,20632.27
No,No,1493.36,51510.15
No,No,738.22,25184.47
No,Yes,451.91,22316.26
No,No,997.03,35591.39
No,No,1082.07,30627.46
No,Yes,1001.35,19314.92
No,No,1058.63,49380.08
No,No,245.35,42703.02
No,No,579.38,32296.26
No,No,1180.94,35352.15
No,No,969.08,45192.34
No,No,0.00,44561.33
No,Yes,714.18,19995.86
No,No,0.00,36379.52
No,Yes,100.85,17315.13
No,No,1856.53,33498.83
No,No,620.46,41059.10
Yes,No,1815.79,31632.58
No,No,1508.15,31101.08
No,No,1170.92,38712.42
Yes,No,2063.57,37372.76
No,Yes,284.84,20477.84
No,No,878.45,29561.78
Yes,Yes,1740.77,18161.24
Yes,No,1994.40,44794.34
No,No,1290.18,42813.98
No,No,441.34,55970.92
No,Yes,1790.41,22953.43
No,No,821.25,68721.97
No,No,341.04,40255.47
No,No,216.96,31742.99
No,No,48.24,37536.36
No,No,501.36,49897.30
No,No,267.42,24154.51
No,No,623.62,54008.20
No,No,752.74,38671.79
No,No,0.00,38665.87
No,No,413.11,63793.56
No,No,895.44,26138.10
No,Yes,127.66,13942.24
Yes,No,1361.74,50322.36
No,No,592.61,55124.86
No,Yes,947.85,22047.92
No,No,784.17,47322.69
No,No,952.31,21990.09
No,No,448.26,26350.87
No,No,316.12,37322.93
No,Yes,1246.12,9846.70
No,No,680.71,42316.40
No,No,1208.30,38461.05
Yes,No,1292.43,50990.58
No,No,663.61,48089.52
No,No,435.59,38830.52
No,No,579.19,36181.81
No,Yes,819.03,22092.72
No,No,603.02,51229.79
Yes,Yes,2654.32,21930.39
No,Yes,0.00,23274.98
No,Yes,1487.04,21412.35
No,No,1466.77,46875.08
No,No,1168.49,40615.57
No,Yes,592.30,19744.98
No,Yes,1255.97,21757.68
No,No,389.79,53685.47
No,No,604.30,38758.55
No,No,940.39,33874.81
No,No,329.52,38150.63
No,No,1465.03,18600.21
No,Yes,1817.28,20751.43
No,Yes,1055.06,16174.21
No,Yes,536.01,23587.49
No,No,817.47,41994.93
No,No,1244.56,36157.82
No,No,983.13,19985.60
No,No,644.80,32298.31
No,No,896.98,35755.75
No,No,527.27,41573.98
No,No,0.00,51122.52
No,Yes,1427.94,12666.26
No,Yes,1262.48,15636.26
No,No,1283.28,46335.84
No,No,489.52,22750.69
No,No,887.20,41641.45
No,No,328.01,38500.40
No,Yes,1521.49,18018.90
No,No,326.04,25498.01
No,No,1816.97,29897.18
No,No,1534.01,35566.27
No,Yes,1657.11,10852.29
No,No,1270.46,36092.59
No,No,560.51,25254.04
No,No,0.00,28490.77
No,No,697.93,35706.66
No,No,1420.51,37437.74
No,No,695.67,36977.64
